"congruity","correct","distance","leftStimulus","response","response_time","rightStimulus","subject_nr"
"incongruent","1","3","3","a","1229","6","115"
"incongruent","1","4","3","a","1012","7","115"
"congruent","1","4","3","l","1010","7","115"
"incongruent","1","4","4","a","815","8","115"
"incongruent","1","3","4","a","928","7","115"
"incongruent","1","1","2","a","1041","3","115"
"incongruent","1","2","3","a","782","5","115"
"incongruent","1","1","4","a","1120","5","115"
"congruent","1","2","6","a","866","4","115"
"congruent","1","1","2","l","732","3","115"
"congruent","1","4","2","l","688","6","115"
"congruent","1","3","7","a","1232","4","115"
"congruent","1","1","3","a","1023","2","115"
"incongruent","1","3","2","a","1053","5","115"
"incongruent","1","3","4","a","1568","7","115"
"congruent","1","1","4","a","1560","3","115"
"congruent","1","3","5","a","1809","2","115"
"incongruent","1","2","6","l","1014","4","115"
"congruent","1","3","7","a","1100","4","115"
"incongruent","1","4","4","a","920","8","115"
"congruent","1","1","4","l","865","5","115"
"congruent","1","3","6","a","741","3","115"
"congruent","1","4","4","l","680","8","115"
"congruent","1","2","3","l","795","5","115"
"congruent","1","4","7","a","949","3","115"
"congruent","1","1","5","a","1032","4","115"
"incongruent","1","3","5","l","718","2","115"
"congruent","1","4","8","a","1040","4","115"
"congruent","1","3","4","l","1253","7","115"
"incongruent","0","1","4","a","897","3","115"
"incongruent","1","4","2","a","938","6","115"
"incongruent","1","1","3","l","645","2","115"
"congruent","1","4","3","l","707","7","115"
"congruent","1","2","6","a","803","4","115"
"congruent","1","2","4","a","803","2","115"
"incongruent","1","4","2","a","945","6","115"
"incongruent","1","2","5","l","850","3","115"
"congruent","1","1","4","a","688","3","115"
"incongruent","1","2","4","a","995","6","115"
"congruent","1","2","4","l","795","6","115"
"congruent","1","2","5","a","591","3","115"
"incongruent","1","2","3","a","816","5","115"
"incongruent","1","4","6","l","606","2","115"
"incongruent","1","1","4","l","846","3","115"
"incongruent","1","3","6","l","625","3","115"
"incongruent","1","1","4","a","907","5","115"
"congruent","1","4","6","a","899","2","115"
"incongruent","1","3","7","l","606","4","115"
"congruent","1","1","3","l","629","4","115"
"incongruent","1","1","3","a","1043","4","115"
"congruent","1","1","3","a","912","2","115"
"congruent","1","3","4","l","578","7","115"
"congruent","1","2","4","a","771","2","115"
"congruent","1","2","5","a","882","3","115"
"incongruent","1","2","6","l","652","4","115"
"congruent","1","2","4","l","707","6","115"
"congruent","1","1","5","a","686","4","115"
"incongruent","1","3","3","a","1056","6","115"
"congruent","1","4","6","a","890","2","115"
"incongruent","1","3","5","l","720","2","115"
"congruent","1","3","5","a","962","2","115"
"congruent","1","1","3","l","603","4","115"
"congruent","1","2","2","l","800","4","115"
"congruent","1","4","2","l","546","6","115"
"incongruent","1","4","7","l","672","3","115"
"incongruent","1","4","6","l","1150","2","115"
"incongruent","1","2","4","l","1214","2","115"
"incongruent","1","3","2","a","595","5","115"
"congruent","1","4","8","a","756","4","115"
"congruent","1","3","3","l","517","6","115"
"congruent","1","3","2","l","654","5","115"
"incongruent","1","4","8","l","612","4","115"
"congruent","1","1","2","l","641","3","115"
"incongruent","1","2","5","l","478","3","115"
"incongruent","0","2","2","l","559","4","115"
"incongruent","1","3","7","l","626","4","115"
"congruent","1","2","3","l","644","5","115"
"incongruent","1","2","2","a","955","4","115"
"incongruent","1","1","2","a","668","3","115"
"incongruent","1","1","5","l","808","4","115"
"incongruent","1","1","3","a","975","4","115"
"incongruent","1","2","4","a","1101","6","115"
"congruent","1","3","6","a","703","3","115"
"congruent","1","4","7","a","1435","3","115"
"congruent","1","3","3","l","772","6","115"
"incongruent","1","4","7","l","781","3","115"
"incongruent","1","2","4","l","1460","2","115"
"incongruent","1","3","6","l","911","3","115"
"congruent","1","4","4","l","1427","8","115"
"incongruent","1","4","8","l","972","4","115"
"incongruent","1","1","5","l","783","4","115"
"congruent","1","3","2","l","893","5","115"
"congruent","1","2","2","l","945","4","115"
"incongruent","1","4","3","a","801","7","115"
"congruent","1","1","4","l","1025","5","115"
"incongruent","1","1","3","l","1102","2","115"
"incongruent","1","2","4","l","655","2","115"
"congruent","1","1","5","a","683","4","115"
"incongruent","1","2","6","l","656","4","115"
"incongruent","1","4","4","a","690","8","115"
"congruent","1","3","3","l","655","6","115"
"incongruent","1","4","7","l","757","3","115"
"incongruent","1","3","4","a","730","7","115"
"incongruent","1","2","3","a","893","5","115"
"incongruent","1","4","6","l","1698","2","115"
"congruent","1","3","4","l","652","7","115"
"incongruent","1","3","3","a","834","6","115"
"congruent","1","4","7","a","990","3","115"
"incongruent","1","3","7","l","669","4","115"
"congruent","1","2","4","a","659","2","115"
"congruent","1","2","4","l","1102","6","115"
"congruent","1","2","5","a","738","3","115"
"congruent","1","4","2","l","644","6","115"
"incongruent","1","2","4","a","671","6","115"
"congruent","1","1","2","l","757","3","115"
"incongruent","1","1","3","a","1052","4","115"
"congruent","1","1","4","a","1362","3","115"
"incongruent","1","2","3","a","1123","5","115"
"incongruent","1","4","3","a","700","7","115"
"incongruent","1","1","3","l","879","2","115"
"incongruent","1","3","6","l","674","3","115"
"congruent","1","4","6","a","848","2","115"
"congruent","1","3","5","a","1108","2","115"
"incongruent","1","3","7","l","766","4","115"
