"congruity","correct","distance","leftStimulus","response","response_time","rightStimulus","subject_nr"
"incongruent","0","3","7","a","714","4","119"
"incongruent","1","2","5","l","1056","3","119"
"incongruent","1","4","7","l","829","3","119"
"incongruent","1","3","3","a","554","6","119"
"incongruent","1","2","3","a","542","5","119"
"incongruent","1","3","4","a","559","7","119"
"incongruent","1","2","4","l","604","2","119"
"congruent","1","3","2","l","542","5","119"
"incongruent","1","1","3","a","750","4","119"
"congruent","1","3","7","a","543","4","119"
"incongruent","1","1","2","a","626","3","119"
"congruent","1","1","4","l","429","5","119"
"congruent","1","4","4","l","428","8","119"
"incongruent","1","3","6","l","593","3","119"
"congruent","1","3","7","a","529","4","119"
"congruent","1","4","8","a","593","4","119"
"congruent","1","4","7","a","507","3","119"
"congruent","1","2","4","l","477","6","119"
"incongruent","1","4","6","l","384","2","119"
"congruent","1","3","5","a","432","2","119"
"congruent","1","1","3","a","462","2","119"
"congruent","1","4","7","a","402","3","119"
"incongruent","1","3","5","l","465","2","119"
"incongruent","1","2","2","a","607","4","119"
"incongruent","1","1","3","l","443","2","119"
"incongruent","0","2","4","a","345","2","119"
"congruent","1","1","5","a","585","4","119"
"congruent","1","1","2","l","456","3","119"
"congruent","1","1","3","a","511","2","119"
"congruent","1","2","2","l","452","4","119"
"incongruent","1","3","4","a","514","7","119"
"incongruent","1","4","2","a","492","6","119"
"incongruent","1","3","3","a","559","6","119"
"congruent","1","1","4","a","415","3","119"
"congruent","1","2","3","l","477","5","119"
"congruent","1","1","2","l","384","3","119"
"congruent","1","3","4","l","432","7","119"
"congruent","1","4","6","a","492","2","119"
"incongruent","1","4","4","a","640","8","119"
"incongruent","1","3","6","l","416","3","119"
"congruent","1","4","3","l","605","7","119"
"incongruent","1","4","8","l","620","4","119"
"incongruent","1","4","6","l","606","2","119"
"congruent","1","4","2","l","417","6","119"
"congruent","1","4","6","a","397","2","119"
"congruent","1","1","3","l","376","4","119"
"incongruent","0","3","7","a","444","4","119"
"congruent","1","4","3","l","463","7","119"
"incongruent","1","4","7","l","716","3","119"
"incongruent","1","2","4","a","542","6","119"
"incongruent","1","1","2","a","495","3","119"
"incongruent","0","4","3","l","466","7","119"
"incongruent","1","1","4","l","692","3","119"
"incongruent","1","1","4","l","455","3","119"
"incongruent","1","1","3","l","460","2","119"
"incongruent","1","2","5","l","479","3","119"
"congruent","1","2","6","a","477","4","119"
"incongruent","0","2","6","a","736","4","119"
"congruent","1","3","4","l","1049","7","119"
"congruent","1","2","2","l","812","4","119"
"congruent","1","4","8","a","579","4","119"
"incongruent","1","2","6","l","1105","4","119"
"incongruent","1","1","4","a","573","5","119"
"congruent","0","1","3","a","604","4","119"
"congruent","1","4","2","l","937","6","119"
"incongruent","1","4","2","a","587","6","119"
"congruent","1","3","3","l","836","6","119"
"incongruent","1","2","4","a","512","6","119"
"incongruent","1","3","5","l","643","2","119"
"congruent","1","2","6","a","496","4","119"
"congruent","1","1","4","l","532","5","119"
"incongruent","1","1","5","l","606","4","119"
"congruent","1","3","6","a","483","3","119"
"incongruent","1","3","2","a","559","5","119"
"incongruent","1","2","2","a","562","4","119"
"incongruent","1","3","2","a","472","5","119"
"congruent","1","2","5","a","468","3","119"
"incongruent","1","1","4","a","480","5","119"
"congruent","1","3","3","l","405","6","119"
"congruent","1","3","2","l","466","5","119"
"congruent","1","1","4","a","400","3","119"
"congruent","1","1","5","a","406","4","119"
"congruent","1","2","4","l","608","6","119"
"congruent","1","2","4","a","514","2","119"
"congruent","1","4","4","l","435","8","119"
"incongruent","1","1","3","a","498","4","119"
"incongruent","1","2","3","a","541","5","119"
"incongruent","1","4","8","l","493","4","119"
"congruent","1","2","4","a","481","2","119"
"incongruent","1","1","5","l","459","4","119"
"congruent","1","2","3","l","433","5","119"
"incongruent","1","4","4","a","413","8","119"
"incongruent","1","4","3","a","491","7","119"
"congruent","1","3","6","a","415","3","119"
"congruent","1","2","5","a","413","3","119"
"congruent","1","3","5","a","371","2","119"
"incongruent","1","1","3","a","543","4","119"
"incongruent","1","4","2","a","432","6","119"
"incongruent","1","3","2","a","413","5","119"
"incongruent","1","2","3","a","371","5","119"
"incongruent","1","3","2","a","484","5","119"
"congruent","1","1","4","a","398","3","119"
"incongruent","1","4","4","a","375","8","119"
"congruent","1","1","5","a","379","4","119"
"congruent","1","4","3","l","430","7","119"
"incongruent","1","2","4","a","417","6","119"
"incongruent","1","3","6","l","402","3","119"
"congruent","1","2","4","l","432","6","119"
"congruent","1","3","7","a","414","4","119"
"incongruent","1","3","4","a","629","7","119"
"incongruent","1","2","5","l","579","3","119"
"incongruent","1","1","4","l","657","3","119"
"congruent","1","1","4","a","415","3","119"
"incongruent","1","1","3","l","427","2","119"
"congruent","1","4","7","a","385","3","119"
"incongruent","1","1","4","l","401","3","119"
"incongruent","1","4","6","l","386","2","119"
"congruent","1","2","2","l","370","4","119"
"congruent","1","2","3","l","449","5","119"
"incongruent","0","4","2","l","383","6","119"
"incongruent","1","2","5","l","689","3","119"
"congruent","1","1","5","a","430","4","119"
"congruent","1","4","6","a","436","2","119"
"congruent","1","4","4","l","401","8","119"
"congruent","1","4","7","a","400","3","119"
"congruent","1","1","3","a","431","2","119"
"incongruent","1","4","8","l","445","4","119"
"incongruent","1","1","2","a","384","3","119"
"congruent","1","1","2","l","513","3","119"
"incongruent","1","3","5","l","433","2","119"
"incongruent","1","3","3","a","417","6","119"
"incongruent","1","3","7","l","715","4","119"
"incongruent","1","2","4","l","501","2","119"
"congruent","1","3","2","l","418","5","119"
"incongruent","1","3","3","a","553","6","119"
"congruent","1","3","6","a","473","3","119"
"incongruent","0","2","2","l","421","4","119"
"congruent","1","1","2","l","527","3","119"
"congruent","1","3","5","a","435","2","119"
"incongruent","1","4","8","l","415","4","119"
"congruent","1","1","3","l","419","4","119"
"incongruent","1","1","3","a","398","4","119"
"incongruent","1","4","7","l","683","3","119"
"incongruent","1","4","7","l","479","3","119"
"congruent","1","3","6","a","484","3","119"
"incongruent","1","1","5","l","446","4","119"
"incongruent","1","4","6","l","515","2","119"
"congruent","1","3","5","a","413","2","119"
"congruent","1","3","3","l","409","6","119"
"congruent","1","4","2","l","403","6","119"
"incongruent","0","1","3","a","403","2","119"
"congruent","1","1","4","l","469","5","119"
"incongruent","1","2","4","a","434","6","119"
"congruent","1","4","3","l","399","7","119"
"incongruent","1","2","6","l","431","4","119"
"congruent","1","2","4","l","412","6","119"
"congruent","1","4","2","l","403","6","119"
"congruent","1","2","6","a","562","4","119"
"incongruent","0","2","2","l","400","4","119"
"incongruent","1","1","4","a","534","5","119"
"congruent","1","4","8","a","597","4","119"
"incongruent","1","4","3","a","711","7","119"
"congruent","1","2","5","a","545","3","119"
"incongruent","1","3","5","l","496","2","119"
"congruent","1","2","3","l","460","5","119"
"congruent","1","1","4","l","625","5","119"
"congruent","1","3","4","l","479","7","119"
"congruent","1","2","5","a","419","3","119"
"congruent","1","4","4","l","448","8","119"
"congruent","1","3","3","l","445","6","119"
"incongruent","1","2","3","a","452","5","119"
"congruent","1","4","8","a","431","4","119"
"incongruent","1","1","5","l","461","4","119"
"congruent","1","2","4","a","480","2","119"
"congruent","1","3","7","a","573","4","119"
"incongruent","1","3","6","l","477","3","119"
"incongruent","0","2","4","a","416","2","119"
"incongruent","1","3","4","a","723","7","119"
"incongruent","0","4","4","l","494","8","119"
"congruent","1","1","3","a","558","2","119"
"congruent","1","4","6","a","590","2","119"
"congruent","1","2","2","l","492","4","119"
"incongruent","1","4","3","a","391","7","119"
"congruent","1","2","4","a","447","2","119"
"congruent","1","3","4","l","579","7","119"
"congruent","1","3","2","l","483","5","119"
"congruent","1","1","3","l","688","4","119"
"incongruent","1","1","4","a","491","5","119"
"incongruent","1","1","2","a","462","3","119"
"incongruent","1","2","6","l","529","4","119"
"congruent","1","2","6","a","519","4","119"
"incongruent","1","3","7","l","467","4","119"
"congruent","1","1","4","l","495","5","119"
"incongruent","1","1","3","l","652","2","119"
"incongruent","1","2","5","l","513","3","119"
"congruent","1","1","4","a","466","3","119"
"congruent","1","3","5","a","478","2","119"
"congruent","1","1","3","a","442","2","119"
"congruent","1","4","3","l","431","7","119"
"incongruent","1","3","6","l","428","3","119"
"congruent","1","2","6","a","419","4","119"
"incongruent","1","3","3","a","545","6","119"
"congruent","1","4","8","a","479","4","119"
"congruent","1","2","4","l","430","6","119"
"congruent","1","3","4","l","466","7","119"
"congruent","1","2","5","a","495","3","119"
"incongruent","1","3","7","l","450","4","119"
"incongruent","1","2","4","l","640","2","119"
"congruent","1","4","6","a","412","2","119"
"congruent","1","2","2","l","419","4","119"
"congruent","1","2","4","a","417","2","119"
"incongruent","0","2","4","l","782","6","119"
"incongruent","0","1","4","l","702","5","119"
"congruent","1","3","2","l","518","5","119"
"congruent","1","2","3","l","465","5","119"
"incongruent","1","1","4","l","510","3","119"
"incongruent","1","1","5","l","544","4","119"
"incongruent","1","4","7","l","528","3","119"
"incongruent","1","4","4","a","562","8","119"
"congruent","1","2","4","a","596","2","119"
"congruent","1","1","2","l","496","3","119"
"congruent","1","3","6","a","493","3","119"
"incongruent","1","1","4","l","448","3","119"
"incongruent","1","4","8","l","542","4","119"
"congruent","1","1","4","a","576","3","119"
"congruent","1","4","7","a","429","3","119"
"incongruent","0","3","4","l","492","7","119"
"incongruent","1","4","2","a","698","6","119"
"congruent","1","1","3","l","414","4","119"
"congruent","1","3","4","l","428","7","119"
"incongruent","1","4","4","a","482","8","119"
"congruent","1","3","2","l","397","5","119"
"congruent","1","2","6","a","413","4","119"
"congruent","1","2","3","l","451","5","119"
"congruent","1","1","2","l","513","3","119"
"incongruent","1","3","6","l","577","3","119"
"congruent","1","1","5","a","578","4","119"
"congruent","1","3","6","a","595","3","119"
"incongruent","1","4","6","l","594","2","119"
"congruent","1","2","5","a","851","3","119"
"congruent","1","1","5","a","475","4","119"
"incongruent","1","3","4","a","656","7","119"
"incongruent","1","1","3","a","653","4","119"
"incongruent","1","2","6","l","553","4","119"
"congruent","1","2","4","l","489","6","119"
"incongruent","1","3","2","a","596","5","119"
"congruent","1","1","3","a","499","2","119"
"incongruent","1","1","2","a","678","3","119"
"incongruent","1","2","4","l","529","2","119"
"incongruent","1","1","5","l","577","4","119"
"congruent","1","3","5","a","467","2","119"
"incongruent","1","3","7","l","512","4","119"
"congruent","1","4","7","a","434","3","119"
"incongruent","1","1","4","a","560","5","119"
"incongruent","1","2","3","a","447","5","119"
"incongruent","1","2","4","a","430","6","119"
"incongruent","1","1","3","a","515","4","119"
"incongruent","1","3","5","l","574","2","119"
"congruent","1","1","3","l","573","4","119"
"congruent","1","4","2","l","493","6","119"
"incongruent","1","2","6","l","464","4","119"
"congruent","1","2","2","l","395","4","119"
"congruent","1","4","2","l","419","6","119"
"incongruent","1","2","2","a","545","4","119"
"congruent","1","4","8","a","483","4","119"
"incongruent","1","2","2","a","719","4","119"
"congruent","1","3","3","l","496","6","119"
"incongruent","1","4","2","a","532","6","119"
"congruent","1","4","4","l","460","8","119"
"congruent","1","4","6","a","431","2","119"
"incongruent","1","3","2","a","593","5","119"
"incongruent","0","4","7","a","477","3","119"
"incongruent","1","1","3","l","561","2","119"
"incongruent","1","4","6","l","543","2","119"
"incongruent","1","3","5","l","497","2","119"
"congruent","1","1","4","l","460","5","119"
"incongruent","1","3","3","a","577","6","119"
"incongruent","1","1","2","a","625","3","119"
"congruent","1","3","3","l","500","6","119"
"congruent","1","3","7","a","465","4","119"
