"congruity","correct","distance","leftStimulus","response","response_time","rightStimulus","subject_nr"
"congruent","1","4","3","l","1195","7","116"
"congruent","1","4","6","a","722","2","116"
"congruent","1","1","4","a","1082","3","116"
"incongruent","1","3","5","l","832","2","116"
"congruent","1","4","6","a","956","2","116"
"incongruent","1","1","4","l","1358","3","116"
"incongruent","1","1","3","a","1148","4","116"
"incongruent","1","3","4","a","913","7","116"
"incongruent","1","1","5","l","865","4","116"
"congruent","1","3","3","l","704","6","116"
"incongruent","1","2","6","l","819","4","116"
"congruent","1","3","2","l","829","5","116"
"incongruent","1","2","5","l","990","3","116"
"congruent","1","1","5","a","715","4","116"
"congruent","1","2","4","a","734","2","116"
"incongruent","1","3","2","a","943","5","116"
"congruent","1","4","7","a","573","3","116"
"congruent","1","4","3","l","641","7","116"
"congruent","1","3","6","a","576","3","116"
"incongruent","1","2","4","a","782","6","116"
"congruent","1","4","4","l","703","8","116"
"incongruent","1","1","5","l","817","4","116"
"incongruent","1","4","2","a","800","6","116"
"congruent","1","3","6","a","702","3","116"
"incongruent","1","3","4","a","904","7","116"
"incongruent","1","3","3","a","820","6","116"
"congruent","1","1","3","l","721","4","116"
"incongruent","1","3","6","l","772","3","116"
"incongruent","1","3","6","l","804","3","116"
"incongruent","1","2","2","a","577","4","116"
"congruent","1","2","2","l","754","4","116"
"congruent","1","2","4","l","627","6","116"
"congruent","1","2","3","l","641","5","116"
"incongruent","1","3","7","l","926","4","116"
"congruent","1","2","4","a","817","2","116"
"incongruent","1","4","7","l","1190","3","116"
"incongruent","1","1","3","l","675","2","116"
"incongruent","1","3","2","a","905","5","116"
"incongruent","1","4","4","a","610","8","116"
"congruent","1","3","2","l","768","5","116"
"incongruent","1","4","3","a","945","7","116"
"congruent","1","1","5","a","801","4","116"
"incongruent","1","2","4","l","865","2","116"
"congruent","1","1","2","l","876","3","116"
"congruent","1","4","8","a","865","4","116"
"congruent","1","4","2","l","603","6","116"
"congruent","1","2","6","a","588","4","116"
"congruent","1","1","4","a","628","3","116"
"congruent","1","1","3","l","577","4","116"
"incongruent","1","4","6","l","673","2","116"
"congruent","1","2","5","a","588","3","116"
"incongruent","1","1","4","l","845","3","116"
"incongruent","1","2","2","a","529","4","116"
"incongruent","1","2","3","a","690","5","116"
"congruent","1","1","3","a","784","2","116"
"incongruent","1","3","5","l","685","2","116"
"congruent","1","1","2","l","736","3","116"
"incongruent","1","2","4","l","804","2","116"
"congruent","1","4","4","l","673","8","116"
"incongruent","1","1","2","a","782","3","116"
"congruent","1","3","4","l","524","7","116"
"congruent","1","2","5","a","479","3","116"
"incongruent","1","4","8","l","788","4","116"
"congruent","1","3","5","a","561","2","116"
"incongruent","1","2","6","l","645","4","116"
"congruent","1","1","4","l","687","5","116"
"congruent","1","1","3","a","770","2","116"
"congruent","1","3","3","l","773","6","116"
"congruent","1","2","4","l","739","6","116"
"incongruent","1","1","4","a","731","5","116"
"incongruent","1","1","3","l","662","2","116"
"incongruent","1","2","3","a","755","5","116"
"congruent","1","2","2","l","563","4","116"
"incongruent","1","4","3","a","820","7","116"
"congruent","1","2","3","l","575","5","116"
"congruent","1","4","7","a","657","3","116"
"incongruent","1","1","4","a","719","5","116"
"incongruent","1","4","4","a","720","8","116"
"incongruent","1","4","8","l","562","4","116"
"congruent","1","4","8","a","569","4","116"
"incongruent","1","1","3","a","562","4","116"
"incongruent","1","2","4","a","610","6","116"
"incongruent","1","2","5","l","569","3","116"
"incongruent","1","4","6","l","536","2","116"
"congruent","1","3","4","l","664","7","116"
"congruent","1","4","2","l","662","6","116"
"incongruent","1","4","7","l","993","3","116"
"congruent","1","3","5","a","658","2","116"
"incongruent","1","1","2","a","653","3","116"
"incongruent","1","3","7","l","769","4","116"
"congruent","1","1","4","l","691","5","116"
"incongruent","1","4","2","a","637","6","116"
"congruent","1","3","7","a","691","4","116"
"congruent","1","3","7","a","527","4","116"
"incongruent","1","3","3","a","833","6","116"
"congruent","1","2","6","a","686","4","116"
"incongruent","1","2","6","l","814","4","116"
"incongruent","1","3","2","a","568","5","116"
"incongruent","1","2","4","a","495","6","116"
"congruent","1","2","5","a","595","3","116"
"incongruent","1","1","3","a","545","4","116"
"incongruent","1","4","2","a","643","6","116"
"incongruent","1","4","3","a","639","7","116"
"incongruent","1","4","6","l","668","2","116"
"congruent","1","2","4","l","595","6","116"
"incongruent","1","1","2","a","768","3","116"
"congruent","1","1","4","l","528","5","116"
"incongruent","1","3","6","l","757","3","116"
"congruent","1","2","6","a","708","4","116"
"incongruent","1","4","2","a","750","6","116"
"congruent","1","4","2","l","496","6","116"
"incongruent","1","3","6","l","690","3","116"
"incongruent","1","2","4","l","734","2","116"
"congruent","1","2","3","l","526","5","116"
"incongruent","1","4","7","l","737","3","116"
"incongruent","1","2","4","a","722","6","116"
"congruent","1","2","4","a","747","2","116"
"congruent","1","2","6","a","749","4","116"
"incongruent","1","2","6","l","606","4","116"
"congruent","1","3","6","a","610","3","116"
"congruent","1","3","3","l","578","6","116"
"incongruent","1","1","3","l","641","2","116"
"incongruent","1","2","3","a","720","5","116"
"incongruent","1","4","3","a","608","7","116"
"incongruent","1","3","2","a","736","5","116"
"incongruent","1","4","6","l","673","2","116"
"congruent","1","3","2","l","557","5","116"
"congruent","1","1","5","a","620","4","116"
"incongruent","1","4","8","l","579","4","116"
"congruent","1","3","7","a","515","4","116"
"incongruent","1","3","4","a","605","7","116"
"incongruent","1","1","3","l","530","2","116"
"incongruent","1","1","3","a","507","4","116"
"incongruent","1","3","4","a","593","7","116"
"incongruent","1","1","5","l","607","4","116"
"incongruent","1","2","2","a","701","4","116"
"congruent","1","1","4","a","624","3","116"
"incongruent","1","1","5","l","566","4","116"
"incongruent","1","1","2","a","630","3","116"
"congruent","1","4","8","a","508","4","116"
"incongruent","1","4","7","l","749","3","116"
"congruent","1","4","3","l","687","7","116"
"congruent","1","3","4","l","675","7","116"
"congruent","1","4","2","l","700","6","116"
"congruent","1","2","4","l","608","6","116"
"congruent","1","1","3","l","671","4","116"
"congruent","1","2","5","a","613","3","116"
"congruent","1","4","7","a","594","3","116"
"congruent","1","3","7","a","690","4","116"
"incongruent","1","1","4","a","588","5","116"
"congruent","1","2","2","l","645","4","116"
"incongruent","1","1","4","a","640","5","116"
"congruent","1","4","3","l","622","7","116"
"incongruent","1","1","4","l","733","3","116"
"incongruent","1","2","4","l","493","2","116"
"congruent","1","3","6","a","560","3","116"
"congruent","1","1","3","l","626","4","116"
"congruent","1","1","2","l","527","3","116"
"incongruent","1","3","7","l","1103","4","116"
"congruent","1","3","5","a","644","2","116"
"congruent","1","2","4","a","542","2","116"
"congruent","1","4","7","a","638","3","116"
"congruent","1","4","4","l","622","8","116"
"congruent","1","3","3","l","717","6","116"
"congruent","1","1","3","a","591","2","116"
"incongruent","1","2","2","a","733","4","116"
"incongruent","1","3","3","a","734","6","116"
"incongruent","1","4","8","l","657","4","116"
"congruent","1","2","3","l","565","5","116"
"congruent","1","1","3","a","573","2","116"
"incongruent","1","3","7","l","636","4","116"
"incongruent","1","2","5","l","658","3","116"
"incongruent","1","1","4","l","719","3","116"
"congruent","1","4","6","a","543","2","116"
"congruent","1","2","2","l","644","4","116"
"incongruent","1","4","4","a","783","8","116"
"congruent","1","1","4","l","702","5","116"
"congruent","1","1","4","a","559","3","116"
"incongruent","1","3","5","l","514","2","116"
"incongruent","1","3","3","a","494","6","116"
"congruent","1","3","5","a","680","2","116"
"congruent","1","3","2","l","633","5","116"
"congruent","1","4","8","a","647","4","116"
"congruent","1","4","6","a","563","2","116"
"incongruent","1","4","4","a","1010","8","116"
"incongruent","1","3","5","l","690","2","116"
"incongruent","1","2","3","a","830","5","116"
"congruent","1","1","2","l","625","3","116"
"congruent","1","3","4","l","769","7","116"
"congruent","1","1","5","a","641","4","116"
"congruent","1","4","4","l","683","8","116"
"incongruent","1","2","5","l","628","3","116"
"incongruent","1","3","5","l","527","2","116"
"incongruent","1","3","2","a","509","5","116"
"incongruent","1","2","4","a","722","6","116"
"incongruent","1","1","3","l","674","2","116"
"incongruent","1","2","2","a","604","4","116"
"congruent","1","1","3","l","595","4","116"
"incongruent","1","3","6","l","628","3","116"
"congruent","1","2","4","a","626","2","116"
"congruent","1","2","3","l","527","5","116"
"incongruent","1","1","5","l","465","4","116"
"congruent","1","3","2","l","572","5","116"
"congruent","1","2","6","a","508","4","116"
"congruent","1","3","2","l","622","5","116"
"incongruent","1","4","6","l","589","2","116"
"congruent","1","2","2","l","475","4","116"
"incongruent","1","2","4","l","687","2","116"
"incongruent","1","1","4","l","563","3","116"
"incongruent","1","2","6","l","547","4","116"
"congruent","1","4","4","l","556","8","116"
"congruent","1","4","8","a","498","4","116"
"incongruent","1","1","2","a","606","3","116"
"congruent","1","1","4","a","541","3","116"
"congruent","1","4","6","a","560","2","116"
"incongruent","1","1","3","a","646","4","116"
"congruent","1","4","7","a","626","3","116"
"incongruent","1","1","2","a","622","3","116"
"congruent","1","1","5","a","734","4","116"
"congruent","1","4","8","a","639","4","116"
"congruent","1","2","6","a","679","4","116"
"congruent","1","3","4","l","544","7","116"
"congruent","1","3","7","a","593","4","116"
"congruent","1","3","7","a","625","4","116"
"incongruent","1","1","4","a","766","5","116"
"incongruent","1","3","4","a","800","7","116"
"incongruent","1","3","5","l","814","2","116"
"congruent","1","4","3","l","796","7","116"
"congruent","1","3","6","a","597","3","116"
"incongruent","1","2","2","a","658","4","116"
"congruent","1","4","3","l","605","7","116"
"congruent","1","4","6","a","638","2","116"
"incongruent","1","2","3","a","628","5","116"
"congruent","1","2","2","l","601","4","116"
"incongruent","1","2","4","l","726","2","116"
"congruent","1","3","5","a","553","2","116"
"congruent","1","1","3","a","616","2","116"
"congruent","1","3","5","a","645","2","116"
"congruent","1","3","6","a","651","3","116"
"congruent","1","1","4","l","720","5","116"
"congruent","1","4","2","l","643","6","116"
"incongruent","1","3","4","a","637","7","116"
"congruent","1","2","5","a","524","3","116"
"congruent","1","1","4","l","575","5","116"
"incongruent","1","2","5","l","668","3","116"
"congruent","1","1","2","l","513","3","116"
"congruent","1","2","5","a","668","3","116"
"incongruent","1","1","3","a","561","4","116"
"incongruent","1","2","4","a","576","6","116"
"incongruent","1","4","2","a","653","6","116"
"congruent","1","1","5","a","525","4","116"
"incongruent","1","3","6","l","720","3","116"
"congruent","1","3","3","l","514","6","116"
"congruent","1","1","2","l","860","3","116"
"incongruent","1","4","3","a","560","7","116"
"incongruent","1","4","8","l","577","4","116"
"incongruent","1","3","7","l","704","4","116"
"congruent","1","1","4","a","532","3","116"
"incongruent","1","1","5","l","555","4","116"
"incongruent","1","4","3","a","462","7","116"
"incongruent","1","2","6","l","514","4","116"
"congruent","1","2","4","l","604","6","116"
"congruent","1","4","4","l","755","8","116"
"incongruent","1","1","4","l","802","3","116"
"congruent","1","3","3","l","586","6","116"
"incongruent","1","4","2","a","642","6","116"
"congruent","1","4","7","a","559","3","116"
"incongruent","1","3","2","a","639","5","116"
"incongruent","1","2","5","l","782","3","116"
"incongruent","1","4","6","l","555","2","116"
"incongruent","1","3","7","l","620","4","116"
"incongruent","1","4","8","l","610","4","116"
"incongruent","1","4","7","l","897","3","116"
"congruent","1","4","2","l","682","6","116"
"incongruent","1","4","7","l","848","3","116"
"congruent","1","2","4","a","636","2","116"
"incongruent","1","2","3","a","624","5","116"
"incongruent","1","1","4","a","671","5","116"
"incongruent","1","1","3","l","797","2","116"
"congruent","1","1","3","a","866","2","116"
"congruent","1","2","4","l","910","6","116"
"incongruent","1","3","3","a","881","6","116"
"incongruent","1","4","4","a","684","8","116"
"congruent","1","2","3","l","656","5","116"
"incongruent","1","3","3","a","845","6","116"
"incongruent","1","4","4","a","562","8","116"
"congruent","1","1","3","l","545","4","116"
"congruent","1","3","4","l","515","7","116"
"congruent","1","3","7","a","655","4","116"
"congruent","1","4","3","l","457","7","116"
"incongruent","1","1","4","a","467","5","116"
"congruent","1","2","5","a","472","3","116"
