"congruity","correct","distance","leftStimulus","response","response_time","rightStimulus","subject_nr"
"congruent","1","1","3","l","1658","4","117"
"congruent","1","2","5","a","703","3","117"
"congruent","1","3","3","l","434","6","117"
"incongruent","1","2","2","a","686","4","117"
"congruent","1","4","8","a","865","4","117"
"incongruent","1","3","5","l","913","2","117"
"congruent","1","2","2","l","560","4","117"
"incongruent","1","2","3","a","787","5","117"
"incongruent","0","2","4","l","531","6","117"
"congruent","1","2","4","a","712","2","117"
"incongruent","1","1","4","l","877","3","117"
"incongruent","1","1","3","l","766","2","117"
"congruent","1","4","7","a","656","3","117"
"incongruent","1","3","3","a","813","6","117"
"congruent","1","2","4","a","1010","2","117"
"incongruent","1","3","6","l","723","3","117"
"congruent","1","1","3","a","887","2","117"
"incongruent","1","2","6","l","575","4","117"
"congruent","1","4","4","l","704","8","117"
"incongruent","1","4","3","a","819","7","117"
"congruent","1","3","4","l","736","7","117"
"incongruent","1","1","2","a","689","3","117"
"congruent","1","1","2","l","477","3","117"
"congruent","1","3","5","a","775","2","117"
"incongruent","1","2","3","a","848","5","117"
"incongruent","1","1","3","a","1052","4","117"
"congruent","1","3","6","a","674","3","117"
"congruent","1","2","3","l","764","5","117"
"incongruent","1","2","4","l","797","2","117"
"incongruent","1","1","5","l","669","4","117"
"congruent","1","3","2","l","800","5","117"
"congruent","1","3","2","l","895","5","117"
"congruent","1","4","2","l","787","6","117"
"incongruent","1","1","2","a","817","3","117"
"congruent","1","1","3","a","900","2","117"
"incongruent","1","4","2","a","1250","6","117"
"congruent","1","1","4","a","734","3","117"
"incongruent","1","4","8","l","560","4","117"
"congruent","1","4","4","l","576","8","117"
"congruent","1","2","3","l","784","5","117"
"incongruent","1","2","4","a","800","6","117"
"incongruent","1","1","4","l","783","3","117"
"congruent","1","3","5","a","559","2","117"
"congruent","1","4","6","a","510","2","117"
"incongruent","1","1","5","l","499","4","117"
"incongruent","1","3","3","a","625","6","117"
"incongruent","1","4","7","l","483","3","117"
"incongruent","1","2","6","l","655","4","117"
"incongruent","1","4","8","l","644","4","117"
"congruent","1","4","8","a","652","4","117"
"congruent","1","4","3","l","468","7","117"
"congruent","1","4","6","a","432","2","117"
"congruent","1","4","2","l","397","6","117"
"incongruent","1","3","5","l","564","2","117"
"incongruent","1","4","4","a","477","8","117"
"incongruent","1","1","3","l","480","2","117"
"congruent","1","2","4","l","467","6","117"
"incongruent","1","4","4","a","512","8","117"
"incongruent","0","3","4","l","273","7","117"
"incongruent","1","1","4","a","846","5","117"
"congruent","1","2","5","a","785","3","117"
"congruent","1","1","4","l","483","5","117"
"congruent","1","4","7","a","480","3","117"
"congruent","1","4","3","l","369","7","117"
"incongruent","1","4","3","a","546","7","117"
"congruent","1","2","6","a","788","4","117"
"congruent","1","1","4","l","628","5","117"
"incongruent","1","4","2","a","993","6","117"
"congruent","1","3","7","a","687","4","117"
"incongruent","1","2","5","l","626","3","117"
"incongruent","1","3","2","a","841","5","117"
"incongruent","1","3","6","l","526","3","117"
"incongruent","1","1","4","a","496","5","117"
"incongruent","1","3","4","a","674","7","117"
"incongruent","1","4","7","l","715","3","117"
"congruent","1","2","2","l","607","4","117"
"incongruent","1","4","6","l","606","2","117"
"incongruent","1","2","2","a","655","4","117"
"congruent","1","1","3","l","467","4","117"
"congruent","1","3","3","l","559","6","117"
"incongruent","1","3","7","l","734","4","117"
"incongruent","1","1","3","a","737","4","117"
"congruent","1","3","4","l","466","7","117"
"incongruent","1","3","7","l","735","4","117"
"incongruent","1","3","2","a","735","5","117"
"congruent","1","2","4","l","497","6","117"
"congruent","1","3","7","a","517","4","117"
"incongruent","0","2","4","a","751","2","117"
"incongruent","1","4","6","l","756","2","117"
"congruent","1","1","5","a","703","4","117"
"incongruent","1","2","5","l","1760","3","117"
"congruent","1","1","4","a","649","3","117"
"congruent","1","1","5","a","670","4","117"
"congruent","1","1","2","l","507","3","117"
"congruent","1","3","6","a","492","3","117"
"congruent","1","2","6","a","799","4","117"
"incongruent","1","3","6","l","864","3","117"
"incongruent","1","4","3","a","821","7","117"
"congruent","1","3","6","a","693","3","117"
"congruent","1","4","2","l","446","6","117"
"congruent","1","2","6","a","563","4","117"
"congruent","1","4","8","a","595","4","117"
"congruent","1","2","3","l","530","5","117"
"incongruent","1","2","4","l","682","2","117"
"congruent","1","1","4","a","496","3","117"
"congruent","1","3","2","l","508","5","117"
"congruent","1","4","8","a","596","4","117"
"congruent","1","3","3","l","374","6","117"
"incongruent","1","4","7","l","651","3","117"
"incongruent","1","4","4","a","1256","8","117"
"incongruent","1","3","2","a","1043","5","117"
"congruent","1","1","4","l","465","5","117"
"congruent","1","1","4","l","868","5","117"
"congruent","1","3","5","a","560","2","117"
"congruent","1","1","2","l","576","3","117"
"incongruent","1","1","2","a","783","3","117"
"congruent","1","2","2","l","480","4","117"
"congruent","1","2","6","a","580","4","117"
"congruent","1","3","5","a","564","2","117"
"congruent","1","3","2","l","501","5","117"
"incongruent","1","1","5","l","685","4","117"
"incongruent","1","4","6","l","803","2","117"
"incongruent","1","1","3","a","737","4","117"
"incongruent","1","1","3","l","658","2","117"
"congruent","1","1","3","l","624","4","117"
"incongruent","1","4","2","a","820","6","117"
"congruent","1","2","4","a","689","2","117"
"congruent","1","3","4","l","431","7","117"
"congruent","1","1","3","a","533","2","117"
"congruent","1","1","5","a","638","4","117"
"congruent","1","1","2","l","500","3","117"
"incongruent","1","2","4","a","587","6","117"
"incongruent","1","1","3","l","969","2","117"
"incongruent","1","2","5","l","955","3","117"
"incongruent","1","4","3","a","606","7","117"
"congruent","1","2","3","l","485","5","117"
"congruent","1","1","4","a","577","3","117"
"congruent","1","2","4","a","599","2","117"
"incongruent","1","3","7","l","928","4","117"
"congruent","1","4","6","a","592","2","117"
"incongruent","1","2","2","a","1038","4","117"
"congruent","1","4","4","l","516","8","117"
"congruent","1","3","3","l","591","6","117"
"incongruent","1","2","2","a","574","4","117"
"incongruent","1","1","4","l","749","3","117"
"congruent","1","4","3","l","591","7","117"
"congruent","1","4","2","l","847","6","117"
"congruent","1","1","3","a","562","2","117"
"congruent","1","3","4","l","356","7","117"
"congruent","1","4","6","a","467","2","117"
"incongruent","1","2","4","l","993","2","117"
"incongruent","1","3","2","a","766","5","117"
"incongruent","1","2","3","a","624","5","117"
"incongruent","1","3","3","a","543","6","117"
"incongruent","1","3","6","l","654","3","117"
"congruent","1","4","7","a","451","3","117"
"incongruent","1","3","4","a","841","7","117"
"incongruent","1","2","4","a","829","6","117"
"incongruent","1","2","3","a","819","5","117"
"congruent","1","2","5","a","577","3","117"
"incongruent","1","4","8","l","645","4","117"
"incongruent","1","1","4","a","473","5","117"
"congruent","1","1","3","l","738","4","117"
"congruent","1","4","3","l","459","7","117"
"incongruent","1","3","5","l","751","2","117"
"congruent","1","2","2","l","480","4","117"
"incongruent","1","1","2","a","546","3","117"
"incongruent","1","4","2","a","555","6","117"
"incongruent","1","4","4","a","559","8","117"
"incongruent","1","4","8","l","574","4","117"
"incongruent","1","3","4","a","761","7","117"
"congruent","1","4","7","a","620","3","117"
"incongruent","1","2","6","l","1077","4","117"
"congruent","1","3","7","a","557","4","117"
"congruent","1","2","4","l","479","6","117"
"congruent","1","2","4","l","581","6","117"
"congruent","1","1","5","a","579","4","117"
"incongruent","1","1","3","a","595","4","117"
"congruent","1","3","7","a","482","4","117"
"incongruent","1","1","4","l","523","3","117"
"incongruent","1","3","3","a","575","6","117"
"incongruent","1","1","5","l","591","4","117"
"congruent","1","3","6","a","684","3","117"
"incongruent","1","4","7","l","497","3","117"
"incongruent","1","2","6","l","894","4","117"
"incongruent","1","3","7","l","767","4","117"
"incongruent","1","2","5","l","695","3","117"
"incongruent","1","3","5","l","770","2","117"
"incongruent","1","4","6","l","724","2","117"
"congruent","1","2","5","a","586","3","117"
"incongruent","1","1","4","a","610","5","117"
"congruent","1","4","4","l","500","8","117"
"congruent","1","1","3","a","767","2","117"
"congruent","1","3","5","a","697","2","117"
"congruent","1","2","4","l","531","6","117"
"incongruent","1","4","6","l","525","2","117"
"congruent","1","4","2","l","545","6","117"
"congruent","1","3","7","a","464","4","117"
"incongruent","1","2","6","l","524","4","117"
"congruent","1","2","4","l","576","6","117"
"incongruent","0","3","7","a","415","4","117"
"congruent","1","4","3","l","608","7","117"
"incongruent","1","3","4","a","865","7","117"
"incongruent","1","1","4","a","876","5","117"
"congruent","1","1","5","a","535","4","117"
"incongruent","1","1","4","a","803","5","117"
"congruent","1","3","3","l","448","6","117"
"incongruent","1","4","6","l","684","2","117"
"congruent","1","2","4","a","626","2","117"
"incongruent","1","3","4","a","815","7","117"
"incongruent","1","4","8","l","556","4","117"
"congruent","1","1","4","l","942","5","117"
"incongruent","1","4","7","l","608","3","117"
"incongruent","1","3","3","a","667","6","117"
"congruent","1","2","2","l","611","4","117"
"incongruent","1","1","5","l","599","4","117"
"congruent","1","1","4","a","533","3","117"
"incongruent","1","4","8","l","836","4","117"
"incongruent","1","1","4","l","1181","3","117"
"incongruent","1","3","6","l","683","3","117"
"incongruent","1","2","5","l","700","3","117"
"congruent","1","3","3","l","962","6","117"
"congruent","1","3","6","a","709","3","117"
"congruent","1","4","6","a","621","2","117"
"incongruent","1","3","5","l","674","2","117"
"incongruent","1","4","2","a","1010","6","117"
"incongruent","1","4","3","a","827","7","117"
"incongruent","1","3","3","a","613","6","117"
"incongruent","1","2","4","a","867","6","117"
"congruent","1","4","7","a","638","3","117"
"incongruent","1","3","7","l","724","4","117"
"congruent","1","3","2","l","781","5","117"
"congruent","1","3","2","l","542","5","117"
"congruent","1","2","2","l","589","4","117"
"incongruent","1","3","2","a","653","5","117"
"congruent","1","1","3","l","466","4","117"
"congruent","1","3","4","l","558","7","117"
"congruent","1","4","6","a","430","2","117"
"incongruent","1","1","3","a","549","4","117"
"congruent","1","1","2","l","687","3","117"
"congruent","1","3","6","a","448","3","117"
"incongruent","1","4","7","l","574","3","117"
"congruent","1","2","6","a","461","4","117"
"congruent","1","4","4","l","562","8","117"
"congruent","1","2","5","a","433","3","117"
"incongruent","0","2","4","a","591","2","117"
"congruent","1","3","7","a","654","4","117"
"congruent","1","2","6","a","575","4","117"
"congruent","1","1","5","a","590","4","117"
"incongruent","0","1","5","a","333","4","117"
"congruent","1","2","3","l","704","5","117"
"incongruent","1","1","3","l","795","2","117"
"incongruent","1","2","4","a","622","6","117"
"incongruent","1","2","3","a","463","5","117"
"congruent","1","4","7","a","612","3","117"
"incongruent","1","2","2","a","947","4","117"
"incongruent","1","2","6","l","591","4","117"
"congruent","1","2","4","a","514","2","117"
"incongruent","1","2","5","l","654","3","117"
"incongruent","1","4","3","a","481","7","117"
"incongruent","1","1","3","l","574","2","117"
"congruent","1","3","4","l","542","7","117"
"congruent","1","4","8","a","479","4","117"
"incongruent","1","1","2","a","515","3","117"
"congruent","1","1","4","a","909","3","117"
"incongruent","1","1","4","l","638","3","117"
"congruent","1","1","4","l","1085","5","117"
"incongruent","1","4","4","a","592","8","117"
"incongruent","1","2","2","a","1864","4","117"
"incongruent","1","4","4","a","586","8","117"
"congruent","1","4","3","l","475","7","117"
"incongruent","1","3","5","l","449","2","117"
"congruent","1","4","2","l","482","6","117"
"congruent","1","2","3","l","549","5","117"
"incongruent","1","4","2","a","485","6","117"
"congruent","1","3","5","a","520","2","117"
"incongruent","1","1","3","a","441","4","117"
"congruent","1","1","3","a","551","2","117"
"congruent","1","4","8","a","565","4","117"
"congruent","1","4","4","l","479","8","117"
"incongruent","1","2","4","l","740","2","117"
"incongruent","1","3","2","a","637","5","117"
"congruent","1","2","5","a","427","3","117"
"incongruent","1","1","2","a","417","3","117"
"congruent","1","1","2","l","574","3","117"
"incongruent","1","2","3","a","477","5","117"
"incongruent","1","3","6","l","611","3","117"
"congruent","1","1","3","l","594","4","117"
"congruent","1","2","4","a","544","2","117"
"incongruent","1","3","4","a","588","7","117"
"incongruent","1","4","7","l","484","3","117"
"incongruent","1","2","3","a","623","5","117"
"congruent","1","2","6","a","509","4","117"
"incongruent","1","1","3","a","766","4","117"
"incongruent","0","3","3","l","785","6","117"
"congruent","1","2","5","a","876","3","117"
"congruent","1","2","3","l","787","5","117"
"incongruent","1","3","3","a","544","6","117"
"incongruent","1","4","2","a","634","6","117"
"incongruent","1","3","4","a","753","7","117"
"incongruent","1","1","4","l","705","3","117"
"incongruent","1","2","6","l","596","4","117"
"congruent","1","3","6","a","946","3","117"
"incongruent","1","2","4","a","963","6","117"
"incongruent","1","2","2","a","828","4","117"
"incongruent","1","2","4","l","706","2","117"
"congruent","1","1","2","l","641","3","117"
"congruent","1","3","5","a","463","2","117"
"congruent","1","1","4","l","1165","5","117"
"congruent","1","1","2","l","606","3","117"
"incongruent","1","3","7","l","605","4","117"
"congruent","1","4","6","a","724","2","117"
"incongruent","1","4","4","a","988","8","117"
"congruent","1","1","5","a","525","4","117"
"congruent","1","2","2","l","590","4","117"
"congruent","1","4","3","l","620","7","117"
"incongruent","1","1","2","a","483","3","117"
"congruent","1","4","8","a","639","4","117"
"congruent","1","2","3","l","461","5","117"
"incongruent","1","2","6","l","753","4","117"
"incongruent","1","4","6","l","560","2","117"
"incongruent","1","3","5","l","506","2","117"
"congruent","1","3","6","a","589","3","117"
"congruent","1","4","2","l","548","6","117"
"incongruent","1","1","3","l","573","2","117"
"congruent","1","3","2","l","461","5","117"
"incongruent","1","3","6","l","607","3","117"
"incongruent","1","2","5","l","576","3","117"
"incongruent","1","2","5","l","544","3","117"
"congruent","1","2","2","l","569","4","117"
"incongruent","1","4","3","a","680","7","117"
"incongruent","1","3","7","l","556","4","117"
"incongruent","1","3","2","a","604","5","117"
"congruent","1","3","4","l","633","7","117"
"congruent","1","3","7","a","903","4","117"
"congruent","1","1","3","a","775","2","117"
"incongruent","1","3","2","a","879","5","117"
"incongruent","1","3","6","l","589","3","117"
"incongruent","1","2","2","a","717","4","117"
"congruent","1","2","4","a","1135","2","117"
"congruent","1","1","4","l","784","5","117"
"congruent","1","1","3","a","511","2","117"
"incongruent","1","1","2","a","707","3","117"
"congruent","1","2","4","l","525","6","117"
"congruent","1","4","3","l","479","7","117"
"congruent","1","3","3","l","379","6","117"
"incongruent","1","2","3","a","530","5","117"
"incongruent","1","1","4","a","659","5","117"
"incongruent","1","1","4","a","638","5","117"
"incongruent","1","4","6","l","622","2","117"
"congruent","1","1","4","a","610","3","117"
"congruent","1","2","6","a","783","4","117"
"congruent","1","3","3","l","625","6","117"
"congruent","1","2","5","a","607","3","117"
"congruent","1","1","3","l","494","4","117"
"incongruent","1","4","8","l","768","4","117"
"incongruent","1","2","4","a","769","6","117"
"incongruent","1","1","4","l","770","3","117"
"congruent","1","4","7","a","720","3","117"
"congruent","1","4","2","l","450","6","117"
"congruent","1","1","4","a","736","3","117"
"congruent","1","2","4","l","577","6","117"
"incongruent","1","4","7","l","664","3","117"
"congruent","1","3","7","a","749","4","117"
"congruent","1","4","4","l","589","8","117"
"incongruent","1","2","4","l","743","2","117"
"congruent","1","1","5","a","557","4","117"
"incongruent","1","1","3","a","781","4","117"
"incongruent","1","1","5","l","652","4","117"
"incongruent","1","4","2","a","1017","6","117"
"incongruent","1","4","8","l","535","4","117"
"congruent","1","4","8","a","651","4","117"
"incongruent","1","4","4","a","1323","8","117"
"incongruent","1","1","3","l","592","2","117"
"congruent","1","4","4","l","686","8","117"
"congruent","1","3","5","a","609","2","117"
"incongruent","1","4","3","a","703","7","117"
"congruent","1","4","6","a","603","2","117"
"congruent","1","3","4","l","665","7","117"
"congruent","1","3","2","l","566","5","117"
"incongruent","1","3","5","l","676","2","117"
"incongruent","1","1","5","l","586","4","117"
"congruent","1","1","3","l","545","4","117"
"congruent","1","4","7","a","657","3","117"
