congruity,correct,distance,leftStimulus,response,response_time,rightStimulus,subject_nr
congruent,1,4,7,a,1659,3,4
congruent,1,2,4,a,682,2,4
incongruent,1,2,5,l,741,3,4
incongruent,1,2,4,l,887,2,4
congruent,1,1,3,l,866,4,4
congruent,1,3,4,l,933,7,4
incongruent,1,1,3,a,636,4,4
congruent,1,2,3,l,825,5,4
incongruent,1,4,7,l,955,3,4
incongruent,1,2,4,a,792,6,4
congruent,1,3,5,a,604,2,4
congruent,1,4,4,l,597,8,4
incongruent,1,1,2,a,741,3,4
congruent,1,4,3,l,780,7,4
incongruent,1,2,3,a,630,5,4
incongruent,1,3,2,a,875,5,4
incongruent,1,4,4,a,669,8,4
congruent,1,4,7,a,814,3,4
incongruent,1,3,6,l,762,3,4
congruent,1,3,5,a,1214,2,4
incongruent,1,4,2,a,898,6,4
congruent,1,1,5,a,868,4,4
incongruent,1,3,2,a,1001,5,4
incongruent,1,1,5,l,829,4,4
congruent,1,2,5,a,845,3,4
incongruent,1,2,5,l,704,3,4
incongruent,1,2,6,l,851,4,4
congruent,1,2,4,l,816,6,4
incongruent,1,4,6,l,905,2,4
congruent,1,3,4,l,807,7,4
incongruent,1,4,3,a,900,7,4
congruent,1,1,4,l,809,5,4
congruent,1,3,7,a,864,4,4
incongruent,1,3,7,l,633,4,4
incongruent,1,4,3,a,903,7,4
incongruent,1,1,4,l,478,3,4
congruent,1,2,4,a,699,2,4
congruent,1,3,3,l,735,6,4
congruent,1,1,4,a,717,3,4
congruent,1,1,2,l,668,3,4
incongruent,1,4,7,l,906,3,4
incongruent,1,1,4,l,802,3,4
congruent,1,4,6,a,889,2,4
incongruent,1,1,2,a,664,3,4
incongruent,1,3,3,a,772,6,4
incongruent,1,2,4,a,770,6,4
congruent,1,1,5,a,747,4,4
congruent,1,2,2,l,673,4,4
incongruent,1,2,2,a,751,4,4
congruent,1,2,3,l,791,5,4
congruent,1,2,6,a,658,4,4
incongruent,1,4,4,a,768,8,4
incongruent,1,4,6,l,673,2,4
congruent,1,2,4,l,694,6,4
incongruent,1,3,4,a,970,7,4
incongruent,1,2,3,a,1100,5,4
congruent,1,4,8,a,842,4,4
incongruent,1,1,3,l,746,2,4
incongruent,1,2,4,l,716,2,4
congruent,1,4,2,l,818,6,4
incongruent,1,1,3,a,725,4,4
congruent,1,3,2,l,630,5,4
congruent,1,1,4,a,557,3,4
congruent,1,3,3,l,541,6,4
congruent,1,2,2,l,709,4,4
congruent,1,4,6,a,545,2,4
incongruent,1,3,5,l,720,2,4
congruent,1,3,6,a,571,3,4
incongruent,1,3,3,a,851,6,4
congruent,1,1,3,a,705,2,4
incongruent,1,4,2,a,745,6,4
congruent,1,4,2,l,783,6,4
congruent,1,3,7,a,762,4,4
congruent,1,1,4,l,726,5,4
incongruent,1,1,4,a,725,5,4
congruent,1,3,6,a,804,3,4
incongruent,1,1,3,l,670,2,4
congruent,1,3,2,l,754,5,4
incongruent,1,1,5,l,795,4,4
incongruent,1,2,2,a,961,4,4
incongruent,1,4,8,l,739,4,4
congruent,1,1,3,a,751,2,4
incongruent,1,3,5,l,659,2,4
incongruent,1,1,4,a,743,5,4
incongruent,1,2,6,l,603,4,4
congruent,1,4,8,a,648,4,4
congruent,1,2,6,a,924,4,4
congruent,1,4,3,l,606,7,4
congruent,1,1,2,l,738,3,4
incongruent,1,3,6,l,606,3,4
incongruent,1,3,4,a,690,7,4
incongruent,1,4,8,l,624,4,4
congruent,1,1,3,l,617,4,4
congruent,1,2,5,a,675,3,4
congruent,1,4,4,l,645,8,4
incongruent,1,3,7,l,818,4,4
congruent,1,3,2,l,677,5,4
congruent,1,3,7,a,606,4,4
incongruent,1,3,3,a,738,6,4
congruent,1,2,4,a,528,2,4
incongruent,1,1,5,l,672,4,4
incongruent,1,4,4,a,765,8,4
congruent,1,1,3,a,526,2,4
congruent,1,2,5,a,606,3,4
congruent,1,4,4,l,545,8,4
congruent,1,1,3,l,639,4,4
incongruent,0,4,6,a,553,2,4
incongruent,1,3,6,l,754,3,4
congruent,1,2,4,a,690,2,4
congruent,1,2,3,l,607,5,4
incongruent,1,1,4,l,899,3,4
incongruent,1,3,4,a,739,7,4
incongruent,1,2,3,a,738,5,4
incongruent,1,3,5,l,1014,2,4
congruent,1,4,8,a,638,4,4
incongruent,1,2,4,a,746,6,4
congruent,1,3,6,a,780,3,4
congruent,1,3,3,l,654,6,4
incongruent,1,1,3,l,889,2,4
congruent,1,4,6,a,695,2,4
incongruent,1,1,4,a,658,5,4
incongruent,1,4,4,a,1218,8,4
incongruent,1,1,2,a,735,3,4
congruent,1,2,6,a,793,4,4
congruent,1,1,4,a,692,3,4
congruent,1,2,3,l,598,5,4
incongruent,1,2,2,a,675,4,4
incongruent,1,3,5,l,689,2,4
congruent,1,1,4,l,656,5,4
congruent,1,1,4,l,641,5,4
incongruent,1,4,8,l,782,4,4
incongruent,1,2,4,a,682,6,4
congruent,1,3,5,a,666,2,4
congruent,1,1,5,a,636,4,4
congruent,1,3,4,l,639,7,4
incongruent,1,2,5,l,596,3,4
congruent,1,3,5,a,889,2,4
incongruent,1,2,5,l,819,3,4
incongruent,1,2,6,l,666,4,4
congruent,1,2,5,a,611,3,4
congruent,1,1,5,a,589,4,4
incongruent,0,3,2,l,568,5,4
incongruent,1,4,3,a,987,7,4
incongruent,1,1,5,l,890,4,4
incongruent,1,4,6,l,750,2,4
incongruent,1,3,7,l,663,4,4
incongruent,1,4,2,a,839,6,4
incongruent,1,2,4,l,782,2,4
incongruent,1,3,4,a,963,7,4
congruent,1,4,2,l,630,6,4
congruent,1,4,2,l,622,6,4
incongruent,1,2,3,a,877,5,4
congruent,1,4,7,a,811,3,4
incongruent,1,2,2,a,696,4,4
incongruent,1,4,7,l,736,3,4
incongruent,1,3,6,l,790,3,4
congruent,1,2,4,l,712,6,4
congruent,1,3,6,a,627,3,4
incongruent,1,4,2,a,821,6,4
congruent,1,3,7,a,636,4,4
incongruent,1,4,8,l,734,4,4
congruent,1,1,4,a,767,3,4
congruent,1,1,2,l,666,3,4
incongruent,1,3,7,l,1155,4,4
incongruent,1,1,4,l,1059,3,4
incongruent,1,1,3,l,741,2,4
congruent,1,4,6,a,733,2,4
incongruent,1,4,3,a,899,7,4
congruent,1,2,4,l,724,6,4
incongruent,1,1,2,a,712,3,4
incongruent,1,3,3,a,929,6,4
incongruent,1,2,4,l,746,2,4
incongruent,1,1,3,a,611,4,4
congruent,1,4,8,a,937,4,4
congruent,1,2,6,a,689,4,4
congruent,1,3,2,l,706,5,4
congruent,1,4,4,l,659,8,4
congruent,1,2,2,l,688,4,4
congruent,1,4,7,a,690,3,4
incongruent,1,1,4,a,932,5,4
incongruent,1,3,2,a,675,5,4
incongruent,1,2,6,l,662,4,4
congruent,1,1,3,a,705,2,4
congruent,1,2,2,l,620,4,4
incongruent,1,1,3,a,602,4,4
incongruent,1,4,7,l,661,3,4
congruent,1,4,3,l,830,7,4
congruent,1,3,3,l,750,6,4
congruent,1,1,3,l,661,4,4
congruent,1,1,2,l,604,3,4
congruent,1,4,3,l,639,7,4
congruent,1,3,4,l,596,7,4
