"congruity","correct","distance","leftStimulus","response","response_time","rightStimulus","subject_nr"
"incongruent","0","2","2","l","1066","4","2"
"congruent","1","4","3","l","1600","7","2"
"incongruent","1","3","5","l","1296","2","2"
"congruent","1","4","4","l","1194","8","2"
"incongruent","1","4","6","l","1294","2","2"
"congruent","1","1","4","l","1232","5","2"
"congruent","1","3","7","a","1197","4","2"
"congruent","1","4","6","a","1194","2","2"
"congruent","1","2","2","l","743","4","2"
"incongruent","1","1","2","a","656","3","2"
"congruent","1","3","5","a","908","2","2"
"congruent","1","3","5","a","931","2","2"
"congruent","1","1","3","a","941","2","2"
"incongruent","1","4","3","a","934","7","2"
"incongruent","1","1","3","l","708","2","2"
"incongruent","1","1","4","a","758","5","2"
"incongruent","1","2","6","l","946","4","2"
"incongruent","1","1","5","l","795","4","2"
"incongruent","1","3","3","a","693","6","2"
"incongruent","1","4","2","a","807","6","2"
"incongruent","1","4","4","a","831","8","2"
"incongruent","1","3","6","l","1132","3","2"
"incongruent","1","4","8","l","705","4","2"
"congruent","1","1","4","a","544","3","2"
"congruent","1","2","3","l","631","5","2"
"congruent","1","1","2","l","884","3","2"
"incongruent","1","1","5","l","857","4","2"
"congruent","1","1","2","l","869","3","2"
"incongruent","1","2","6","l","809","4","2"
"congruent","1","3","7","a","619","4","2"
"congruent","1","2","5","a","794","3","2"
"incongruent","1","3","4","a","855","7","2"
"incongruent","1","2","4","a","1131","6","2"
"congruent","1","2","3","l","681","5","2"
"incongruent","1","1","3","l","720","2","2"
"incongruent","1","2","4","l","605","2","2"
"congruent","1","4","8","a","656","4","2"
"congruent","1","3","3","l","555","6","2"
"congruent","1","2","4","l","583","6","2"
"incongruent","1","1","3","a","569","4","2"
"congruent","1","1","3","l","543","4","2"
"incongruent","1","2","5","l","793","3","2"
"incongruent","1","2","4","a","522","6","2"
"incongruent","1","4","6","l","481","2","2"
"congruent","1","4","6","a","494","2","2"
"congruent","0","4","7","l","419","3","2"
"incongruent","1","4","2","a","1751","6","2"
"congruent","1","3","6","a","1245","3","2"
"congruent","1","1","5","a","817","4","2"
"congruent","1","2","2","l","792","4","2"
"incongruent","1","3","5","l","1381","2","2"
"incongruent","1","2","3","a","967","5","2"
"incongruent","1","1","4","l","619","3","2"
"incongruent","1","2","5","l","728","3","2"
"incongruent","1","2","2","a","968","4","2"
"congruent","1","4","7","a","544","3","2"
"incongruent","1","1","3","a","729","4","2"
"congruent","1","3","6","a","619","3","2"
"incongruent","1","1","4","l","631","3","2"
"incongruent","1","3","2","a","534","5","2"
"congruent","1","2","4","a","655","2","2"
"congruent","1","3","2","l","581","5","2"
"congruent","1","2","4","l","543","6","2"
"congruent","1","4","4","l","631","8","2"
"incongruent","1","4","4","a","492","8","2"
"congruent","1","4","8","a","668","4","2"
"congruent","1","2","4","a","679","2","2"
"incongruent","1","2","4","l","529","2","2"
"incongruent","1","3","4","a","654","7","2"
"incongruent","1","3","3","a","892","6","2"
"congruent","1","4","2","l","715","6","2"
"congruent","1","1","4","l","703","5","2"
"congruent","1","4","3","l","667","7","2"
"incongruent","1","2","3","a","554","5","2"
"incongruent","1","4","7","l","591","3","2"
"congruent","1","1","3","l","702","4","2"
"incongruent","1","3","7","l","631","4","2"
"congruent","1","1","3","a","567","2","2"
"incongruent","1","4","8","l","519","4","2"
"incongruent","1","4","7","l","516","3","2"
"incongruent","1","4","3","a","455","7","2"
"congruent","1","2","6","a","704","4","2"
"congruent","1","1","5","a","566","4","2"
"congruent","1","4","2","l","567","6","2"
"incongruent","1","3","2","a","567","5","2"
"incongruent","1","1","2","a","630","3","2"
"incongruent","1","1","4","a","578","5","2"
"congruent","1","2","5","a","680","3","2"
"congruent","1","3","4","l","652","7","2"
"congruent","1","3","3","l","604","6","2"
"congruent","1","1","4","a","553","3","2"
"congruent","1","3","4","l","567","7","2"
"incongruent","1","3","6","l","802","3","2"
"congruent","1","2","6","a","516","4","2"
"congruent","1","3","2","l","491","5","2"
"incongruent","1","3","7","l","729","4","2"
"congruent","1","2","3","l","691","5","2"
"incongruent","1","1","3","a","689","4","2"
"incongruent","1","4","8","l","564","4","2"
"incongruent","1","1","4","a","502","5","2"
"congruent","1","4","3","l","429","7","2"
"congruent","1","2","3","l","565","5","2"
"incongruent","1","3","6","l","777","3","2"
"incongruent","1","1","2","a","592","3","2"
"incongruent","1","2","2","a","763","4","2"
"congruent","1","1","3","l","603","4","2"
"incongruent","1","3","3","a","438","6","2"
"incongruent","1","2","2","a","501","4","2"
"congruent","1","3","6","a","505","3","2"
"congruent","1","1","3","l","527","4","2"
"congruent","1","4","7","a","494","3","2"
"incongruent","1","1","4","a","739","5","2"
"incongruent","1","3","5","l","614","2","2"
"congruent","1","2","5","a","526","3","2"
"congruent","1","3","2","l","380","5","2"
"congruent","1","1","2","l","639","3","2"
"congruent","1","4","6","a","416","2","2"
"congruent","1","4","6","a","553","2","2"
"congruent","1","3","6","a","577","3","2"
"incongruent","1","4","3","a","727","7","2"
"incongruent","1","4","3","a","616","7","2"
"incongruent","1","2","5","l","566","3","2"
"congruent","1","4","2","l","512","6","2"
"congruent","1","1","4","a","789","3","2"
"congruent","1","2","5","a","564","3","2"
"incongruent","0","3","5","a","876","2","2"
"congruent","1","1","5","a","646","4","2"
"congruent","1","2","4","a","628","2","2"
"congruent","1","4","4","l","639","8","2"
"congruent","1","3","7","a","576","4","2"
"congruent","1","3","4","l","560","7","2"
"incongruent","1","3","2","a","565","5","2"
"incongruent","1","1","2","a","752","3","2"
"congruent","1","1","2","l","676","3","2"
"incongruent","1","3","4","a","549","7","2"
"congruent","1","2","2","l","566","4","2"
"congruent","1","3","3","l","825","6","2"
"congruent","1","3","5","a","527","2","2"
"incongruent","1","1","4","l","467","3","2"
"incongruent","0","4","6","a","477","2","2"
"congruent","1","4","2","l","905","6","2"
"congruent","1","1","5","a","739","4","2"
"incongruent","1","1","3","a","1023","4","2"
"congruent","1","2","6","a","763","4","2"
"incongruent","1","1","3","l","626","2","2"
"incongruent","1","3","6","l","949","3","2"
"incongruent","1","3","4","a","595","7","2"
"congruent","1","3","3","l","687","6","2"
"congruent","1","3","4","l","1373","7","2"
"incongruent","1","2","4","a","1246","6","2"
"incongruent","1","4","4","a","813","8","2"
"congruent","1","2","4","a","807","2","2"
"incongruent","1","3","3","a","615","6","2"
"incongruent","1","4","2","a","963","6","2"
"incongruent","1","2","3","a","714","5","2"
"congruent","1","4","4","l","650","8","2"
"congruent","1","2","4","l","684","6","2"
"incongruent","1","2","5","l","800","3","2"
"congruent","1","4","7","a","662","3","2"
"incongruent","1","4","7","l","851","3","2"
"incongruent","1","3","7","l","786","4","2"
"incongruent","1","2","3","a","799","5","2"
"incongruent","1","3","2","a","1148","5","2"
"congruent","1","1","4","l","548","5","2"
"congruent","1","1","4","a","586","3","2"
"incongruent","1","4","8","l","602","4","2"
"congruent","1","4","8","a","562","4","2"
"congruent","1","1","3","a","986","2","2"
"incongruent","1","4","4","a","699","8","2"
"incongruent","1","1","5","l","587","4","2"
"incongruent","1","4","2","a","676","6","2"
"congruent","1","4","3","l","510","7","2"
"incongruent","1","2","6","l","840","4","2"
"incongruent","1","2","4","a","560","6","2"
"incongruent","1","2","6","l","888","4","2"
"incongruent","1","2","4","l","737","2","2"
"congruent","1","1","3","a","684","2","2"
"congruent","1","1","4","l","502","5","2"
"congruent","1","3","5","a","523","2","2"
"incongruent","1","2","4","l","812","2","2"
"congruent","1","3","7","a","487","4","2"
"incongruent","1","1","5","l","450","4","2"
"incongruent","1","3","7","l","624","4","2"
"congruent","1","3","2","l","511","5","2"
"incongruent","0","4","6","a","525","2","2"
"incongruent","1","4","7","l","791","3","2"
"congruent","1","2","4","l","685","6","2"
"incongruent","1","1","4","l","762","3","2"
"congruent","1","2","2","l","648","4","2"
"congruent","1","4","8","a","834","4","2"
"incongruent","1","1","3","l","1372","2","2"
"congruent","1","2","6","a","587","4","2"
