"congruity","correct","distance","leftStimulus","response","response_time","rightStimulus","subject_nr"
"incongruent","1","3","6","l","5186","3","2"
"incongruent","1","4","7","l","1402","3","2"
"incongruent","1","2","4","a","1306","6","2"
"incongruent","1","4","6","l","889","2","2"
"incongruent","1","1","2","a","601","3","2"
"incongruent","0","4","2","l","592","6","2"
"incongruent","1","3","5","l","962","2","2"
"congruent","1","2","3","l","851","5","2"
"incongruent","1","4","3","a","815","7","2"
"congruent","1","1","5","a","1211","4","2"
"incongruent","1","2","5","l","862","3","2"
"congruent","1","4","7","a","568","3","2"
"incongruent","1","4","8","l","722","4","2"
"congruent","1","4","6","a","551","2","2"
"incongruent","1","1","4","a","512","5","2"
"congruent","1","4","8","a","822","4","2"
"congruent","1","3","3","l","850","6","2"
"congruent","1","2","5","a","560","3","2"
"incongruent","1","3","2","a","842","5","2"
"incongruent","1","3","3","a","1083","6","2"
"incongruent","1","4","4","a","961","8","2"
"congruent","1","2","6","a","1102","4","2"
"congruent","1","1","5","a","645","4","2"
"incongruent","1","4","4","a","938","8","2"
"incongruent","1","4","2","a","696","6","2"
"congruent","1","3","7","a","698","4","2"
"incongruent","1","3","3","a","678","6","2"
"congruent","1","4","4","l","777","8","2"
"congruent","1","4","6","a","684","2","2"
"incongruent","1","3","5","l","724","2","2"
"congruent","1","2","4","l","696","6","2"
"incongruent","1","1","4","a","822","5","2"
"incongruent","1","2","4","a","546","6","2"
"congruent","1","2","4","l","688","6","2"
"incongruent","1","3","7","l","698","4","2"
"congruent","1","1","4","a","532","3","2"
"congruent","1","1","4","l","535","5","2"
"incongruent","1","1","3","l","551","2","2"
"incongruent","1","2","3","a","915","5","2"
"incongruent","1","3","4","a","944","7","2"
"incongruent","1","3","4","a","863","7","2"
"congruent","1","4","2","l","733","6","2"
"congruent","1","4","7","a","1428","3","2"
"incongruent","1","2","2","a","967","4","2"
"incongruent","1","2","2","a","922","4","2"
"incongruent","1","1","2","a","865","3","2"
"incongruent","1","1","4","l","752","3","2"
"congruent","1","1","3","l","998","4","2"
"congruent","1","2","2","l","683","4","2"
"incongruent","1","4","7","l","636","3","2"
"incongruent","1","2","4","l","580","2","2"
"congruent","1","2","2","l","900","4","2"
"congruent","1","3","4","l","757","7","2"
"congruent","1","1","3","a","818","2","2"
"congruent","1","2","4","a","588","2","2"
"congruent","1","4","3","l","616","7","2"
"congruent","1","1","3","l","539","4","2"
"incongruent","1","4","8","l","446","4","2"
"incongruent","1","1","3","a","624","4","2"
"incongruent","1","1","5","l","497","4","2"
"congruent","1","3","2","l","501","5","2"
"congruent","1","3","2","l","1422","5","2"
"congruent","1","2","4","a","704","2","2"
"congruent","1","2","3","l","595","5","2"
"congruent","1","3","4","l","425","7","2"
"congruent","1","4","3","l","508","7","2"
"congruent","1","1","4","l","508","5","2"
"incongruent","1","3","7","l","505","4","2"
"incongruent","1","3","2","a","597","5","2"
"incongruent","1","2","6","l","1006","4","2"
"incongruent","1","1","3","a","715","4","2"
"incongruent","1","2","4","l","1045","2","2"
"congruent","1","1","4","a","905","3","2"
"congruent","1","3","7","a","1009","4","2"
"incongruent","1","2","6","l","618","4","2"
"congruent","1","3","5","a","512","2","2"
"congruent","1","3","3","l","553","6","2"
"congruent","1","2","5","a","907","3","2"
"congruent","1","1","3","a","646","2","2"
"incongruent","1","1","5","l","425","4","2"
"congruent","1","3","6","a","578","3","2"
"incongruent","0","4","3","l","509","7","2"
"congruent","1","4","8","a","677","4","2"
"congruent","1","2","6","a","803","4","2"
"congruent","1","4","4","l","545","8","2"
"incongruent","1","4","6","l","993","2","2"
"congruent","1","3","6","a","467","3","2"
"incongruent","1","1","4","l","830","3","2"
"congruent","1","3","5","a","838","2","2"
"incongruent","1","3","6","l","770","3","2"
"incongruent","1","2","5","l","900","3","2"
"congruent","1","1","2","l","636","3","2"
"incongruent","1","2","3","a","688","5","2"
"congruent","1","1","2","l","531","3","2"
"incongruent","0","1","3","a","427","2","2"
"congruent","1","4","2","l","920","6","2"
"incongruent","1","4","7","l","1144","3","2"
"congruent","1","3","4","l","462","7","2"
"congruent","1","2","4","l","476","6","2"
"congruent","1","1","4","l","734","5","2"
"congruent","1","2","2","l","580","4","2"
"congruent","1","4","4","l","625","8","2"
"incongruent","1","4","3","a","659","7","2"
"incongruent","1","2","5","l","539","3","2"
"incongruent","1","3","2","a","786","5","2"
"incongruent","1","2","6","l","456","4","2"
"congruent","1","1","5","a","517","4","2"
"incongruent","1","2","4","a","819","6","2"
"congruent","1","3","3","l","653","6","2"
"incongruent","1","1","3","l","5291","2","2"
"incongruent","1","1","2","a","934","3","2"
"incongruent","1","3","4","a","1076","7","2"
"incongruent","1","4","6","l","1297","2","2"
"congruent","1","1","4","a","547","3","2"
"incongruent","1","1","4","l","545","3","2"
"incongruent","1","3","3","a","460","6","2"
"incongruent","1","4","2","a","507","6","2"
"congruent","1","1","2","l","583","3","2"
"congruent","1","4","2","l","620","6","2"
"incongruent","1","3","6","l","697","3","2"
"congruent","1","4","4","l","669","8","2"
"incongruent","1","3","4","a","570","7","2"
"congruent","1","2","3","l","552","5","2"
"congruent","1","3","5","a","356","2","2"
"incongruent","0","4","4","l","330","8","2"
"incongruent","1","3","5","l","1","2","2"
"incongruent","1","2","3","a","1267","5","2"
"incongruent","1","2","3","a","1153","5","2"
"congruent","1","4","6","a","869","2","2"
"congruent","1","4","8","a","805","4","2"
"congruent","1","2","3","l","778","5","2"
"incongruent","1","1","4","a","595","5","2"
"congruent","1","2","4","l","418","6","2"
"incongruent","1","4","8","l","877","4","2"
"incongruent","1","3","3","a","1308","6","2"
"incongruent","1","1","4","a","2251","5","2"
"incongruent","1","2","2","a","672","4","2"
"congruent","1","2","5","a","568","3","2"
"congruent","1","2","5","a","1038","3","2"
"congruent","1","1","2","l","846","3","2"
"congruent","1","3","2","l","675","5","2"
"incongruent","1","1","3","a","860","4","2"
"congruent","1","4","6","a","1041","2","2"
"congruent","1","1","3","l","868","4","2"
"incongruent","1","2","4","a","616","6","2"
"incongruent","1","3","2","a","967","5","2"
"congruent","1","3","2","l","661","5","2"
"congruent","1","4","3","l","682","7","2"
"congruent","1","3","4","l","2601","7","2"
"congruent","1","3","6","a","460","3","2"
"congruent","1","2","2","l","554","4","2"
"incongruent","1","4","4","a","1131","8","2"
"congruent","1","4","8","a","891","4","2"
"congruent","1","1","5","a","533","4","2"
"congruent","1","4","2","l","759","6","2"
"congruent","1","3","7","a","487","4","2"
"incongruent","1","1","3","l","690","2","2"
"incongruent","1","2","2","a","1982","4","2"
"incongruent","1","1","5","l","609","4","2"
"incongruent","1","1","5","l","565","4","2"
"congruent","1","1","3","l","605","4","2"
"congruent","1","3","3","l","810","6","2"
"incongruent","1","2","4","l","501","2","2"
"incongruent","1","4","8","l","677","4","2"
"congruent","1","1","3","a","840","2","2"
"congruent","1","3","6","a","588","3","2"
"incongruent","1","2","5","l","462","3","2"
"congruent","1","1","4","l","758","5","2"
"incongruent","1","3","7","l","1005","4","2"
"incongruent","1","1","3","a","812","4","2"
"incongruent","0","4","2","l","554","6","2"
"congruent","1","2","6","a","665","4","2"
"incongruent","1","1","4","l","729","3","2"
"incongruent","1","3","7","l","645","4","2"
"congruent","1","2","6","a","613","4","2"
"congruent","1","4","7","a","1195","3","2"
"congruent","1","1","4","a","670","3","2"
"incongruent","1","3","5","l","457","2","2"
"incongruent","1","3","6","l","608","3","2"
"congruent","1","2","4","a","501","2","2"
"congruent","1","4","7","a","568","3","2"
"incongruent","1","4","7","l","997","3","2"
"incongruent","1","2","4","l","675","2","2"
"incongruent","1","1","2","a","493","3","2"
"congruent","1","4","3","l","455","7","2"
"incongruent","1","4","3","a","583","7","2"
"incongruent","1","4","6","l","666","2","2"
"congruent","1","1","3","a","784","2","2"
"congruent","1","3","7","a","1053","4","2"
"congruent","1","2","4","a","617","2","2"
"incongruent","1","2","6","l","653","4","2"
"congruent","1","3","5","a","580","2","2"
