congruity,correct,distance,leftStimulus,response,response_time,rightStimulus,subject_nr
incongruent,0,4,7,a,852,3,3
incongruent,1,1,2,a,1094,3,3
congruent,1,2,6,a,970,4,3
incongruent,1,2,3,a,897,5,3
incongruent,1,2,4,a,717,6,3
incongruent,1,1,4,a,768,5,3
incongruent,1,4,2,a,1010,6,3
congruent,1,1,2,l,512,3,3
incongruent,1,3,2,a,817,5,3
incongruent,1,4,4,a,753,8,3
congruent,1,4,7,a,537,3,3
congruent,1,1,2,l,584,3,3
incongruent,1,3,6,l,557,3,3
congruent,1,1,4,a,533,3,3
congruent,1,4,3,l,547,7,3
incongruent,1,1,4,l,807,3,3
congruent,1,1,3,l,491,4,3
incongruent,1,2,5,l,521,3,3
incongruent,1,3,2,a,531,5,3
congruent,1,4,2,l,515,6,3
congruent,1,3,2,l,509,5,3
congruent,1,2,5,a,458,3,3
incongruent,1,3,3,a,511,6,3
congruent,1,2,4,l,438,6,3
congruent,1,3,2,l,517,5,3
incongruent,1,1,5,l,543,4,3
incongruent,1,2,5,l,493,3,3
congruent,1,1,3,l,477,4,3
congruent,1,4,4,l,559,8,3
incongruent,1,4,3,a,454,7,3
incongruent,1,3,5,l,443,2,3
incongruent,1,2,2,a,501,4,3
incongruent,1,1,3,a,498,4,3
congruent,1,4,2,l,476,6,3
congruent,1,1,4,a,415,3,3
congruent,1,3,3,l,426,6,3
incongruent,1,3,6,l,690,3,3
congruent,1,2,3,l,453,5,3
incongruent,0,3,4,l,463,7,3
incongruent,1,4,6,l,760,2,3
incongruent,1,1,2,a,538,3,3
incongruent,1,2,2,a,695,4,3
incongruent,1,2,6,l,701,4,3
incongruent,1,1,3,l,530,2,3
congruent,1,4,8,a,597,4,3
incongruent,1,2,4,l,852,2,3
congruent,1,3,7,a,594,4,3
congruent,1,3,4,l,617,7,3
congruent,1,1,5,a,524,4,3
congruent,1,4,8,a,618,4,3
congruent,1,1,4,l,553,5,3
congruent,1,1,3,a,486,2,3
congruent,1,4,3,l,544,7,3
congruent,1,3,6,a,479,3,3
incongruent,1,1,4,l,584,3,3
congruent,1,4,6,a,426,2,3
incongruent,1,1,3,l,494,2,3
congruent,1,2,2,l,522,4,3
incongruent,1,3,7,l,683,4,3
incongruent,1,4,2,a,898,6,3
congruent,1,2,6,a,554,4,3
congruent,1,3,5,a,534,2,3
incongruent,1,2,6,l,539,4,3
congruent,1,3,5,a,506,2,3
congruent,1,2,4,a,507,2,3
congruent,1,2,2,l,428,4,3
congruent,1,3,3,l,435,6,3
incongruent,0,3,7,a,435,4,3
incongruent,1,1,5,l,748,4,3
incongruent,1,3,5,l,558,2,3
incongruent,1,2,4,l,644,2,3
congruent,1,1,4,l,449,5,3
incongruent,1,3,4,a,473,7,3
congruent,1,2,5,a,466,3,3
congruent,1,2,3,l,411,5,3
congruent,1,2,4,a,444,2,3
congruent,1,1,5,a,602,4,3
incongruent,1,4,8,l,585,4,3
incongruent,1,4,3,a,523,7,3
congruent,1,3,4,l,412,7,3
incongruent,1,1,4,a,385,5,3
incongruent,1,4,6,l,762,2,3
incongruent,1,3,3,a,431,6,3
congruent,1,4,6,a,553,2,3
congruent,1,4,7,a,474,3,3
incongruent,1,2,4,a,449,6,3
incongruent,1,2,3,a,535,5,3
incongruent,0,4,4,l,925,8,3
incongruent,1,4,8,l,661,4,3
congruent,1,3,6,a,453,3,3
incongruent,1,1,3,a,531,4,3
incongruent,1,4,7,l,623,3,3
congruent,1,1,3,a,515,2,3
congruent,1,3,7,a,686,4,3
congruent,1,4,4,l,570,8,3
congruent,1,2,4,l,539,6,3
congruent,1,3,3,l,586,6,3
incongruent,1,3,4,a,550,7,3
congruent,1,3,7,a,491,4,3
incongruent,1,4,8,l,497,4,3
congruent,1,1,3,a,553,2,3
incongruent,1,1,4,a,639,5,3
congruent,1,2,5,a,494,3,3
incongruent,1,4,6,l,406,2,3
congruent,1,2,4,l,538,6,3
incongruent,1,4,8,l,565,4,3
incongruent,1,4,2,a,529,6,3
congruent,1,1,2,l,478,3,3
congruent,1,4,3,l,487,7,3
incongruent,1,1,5,l,596,4,3
congruent,1,1,3,l,542,4,3
congruent,1,4,6,a,451,2,3
incongruent,1,2,4,a,500,6,3
congruent,1,3,2,l,416,5,3
congruent,1,2,4,l,503,6,3
congruent,1,2,2,l,483,4,3
congruent,1,4,8,a,478,4,3
incongruent,1,2,2,a,468,4,3
incongruent,1,2,4,l,471,2,3
incongruent,1,1,4,l,592,3,3
incongruent,1,3,2,a,538,5,3
congruent,1,4,2,l,434,6,3
congruent,1,1,4,l,411,5,3
incongruent,1,4,2,a,609,6,3
incongruent,1,1,2,a,593,3,3
incongruent,0,4,4,l,521,8,3
incongruent,1,1,3,a,505,4,3
congruent,1,1,5,a,519,4,3
congruent,1,3,3,l,579,6,3
incongruent,1,1,3,l,607,2,3
congruent,1,2,5,a,644,3,3
incongruent,1,3,5,l,565,2,3
congruent,1,4,6,a,517,2,3
congruent,1,1,4,l,440,5,3
congruent,1,3,6,a,477,3,3
incongruent,1,2,6,l,497,4,3
congruent,1,4,2,l,502,6,3
congruent,1,1,3,l,559,4,3
congruent,1,3,5,a,570,2,3
incongruent,1,1,5,l,539,4,3
congruent,1,4,4,l,588,8,3
incongruent,1,2,5,l,696,3,3
incongruent,1,1,3,a,502,4,3
congruent,1,2,4,a,498,2,3
congruent,1,3,4,l,479,7,3
incongruent,1,3,4,a,581,7,3
congruent,1,2,6,a,610,4,3
incongruent,1,2,4,l,553,2,3
congruent,1,2,3,l,505,5,3
incongruent,1,4,7,l,603,3,3
congruent,1,4,7,a,571,3,3
congruent,1,3,5,a,551,2,3
congruent,1,2,3,l,559,5,3
congruent,1,1,2,l,536,3,3
incongruent,1,2,4,a,423,6,3
congruent,1,1,5,a,465,4,3
congruent,1,1,3,a,443,2,3
congruent,1,3,4,l,419,7,3
congruent,1,2,6,a,436,4,3
incongruent,1,1,3,l,423,2,3
incongruent,0,4,4,l,495,8,3
incongruent,1,1,2,a,550,3,3
congruent,1,2,2,l,597,4,3
incongruent,1,4,7,l,502,3,3
congruent,1,1,4,a,497,3,3
incongruent,1,1,4,l,418,3,3
incongruent,1,2,3,a,555,5,3
incongruent,0,4,3,l,437,7,3
congruent,1,4,8,a,453,4,3
incongruent,1,3,6,l,504,3,3
incongruent,1,2,6,l,597,4,3
incongruent,1,2,3,a,591,5,3
incongruent,1,3,5,l,419,2,3
congruent,1,3,7,a,446,4,3
incongruent,1,3,7,l,656,4,3
congruent,1,3,6,a,410,3,3
congruent,1,4,4,l,433,8,3
incongruent,1,2,2,a,431,4,3
congruent,1,1,4,a,539,3,3
incongruent,1,4,6,l,450,2,3
incongruent,0,3,6,a,487,3,3
incongruent,1,4,3,a,750,7,3
incongruent,1,3,3,a,633,6,3
incongruent,1,3,3,a,516,6,3
congruent,1,2,4,a,561,2,3
incongruent,1,1,4,a,554,5,3
congruent,1,4,3,l,526,7,3
incongruent,1,2,5,l,651,3,3
congruent,1,4,7,a,585,3,3
incongruent,1,3,7,l,465,4,3
incongruent,1,3,2,a,441,5,3
congruent,1,3,2,l,455,5,3
