"congruity","correct","distance","leftStimulus","response","response_time","rightStimulus","subject_nr"
"congruent","1","3","4","l","1157","7","1"
"incongruent","1","3","7","l","500","4","1"
"incongruent","1","1","4","l","542","3","1"
"incongruent","1","4","4","a","618","8","1"
"congruent","1","2","4","l","501","6","1"
"incongruent","1","4","2","a","511","6","1"
"incongruent","1","1","4","l","488","3","1"
"congruent","1","1","4","l","592","5","1"
"congruent","1","4","4","l","647","8","1"
"incongruent","1","3","3","a","568","6","1"
"congruent","1","4","6","a","599","2","1"
"congruent","1","1","4","l","447","5","1"
"congruent","1","4","2","l","497","6","1"
"incongruent","1","4","4","a","543","8","1"
"incongruent","1","2","4","l","554","2","1"
"congruent","1","3","3","l","658","6","1"
"incongruent","1","2","6","l","544","4","1"
"congruent","1","1","2","l","701","3","1"
"incongruent","1","2","3","a","615","5","1"
"congruent","1","4","8","a","567","4","1"
"incongruent","1","1","2","a","600","3","1"
"incongruent","1","2","4","a","428","6","1"
"congruent","1","2","6","a","472","4","1"
"congruent","1","2","2","l","608","4","1"
"incongruent","1","1","4","a","445","5","1"
"incongruent","1","4","7","l","516","3","1"
"incongruent","1","3","6","l","631","3","1"
"incongruent","1","3","2","a","427","5","1"
"incongruent","1","4","3","a","566","7","1"
"congruent","1","4","7","a","551","3","1"
"congruent","1","1","5","a","427","4","1"
"congruent","1","1","4","a","384","3","1"
"incongruent","1","1","3","l","462","2","1"
"congruent","1","3","3","l","536","6","1"
"congruent","1","4","3","l","431","7","1"
"incongruent","1","2","5","l","473","3","1"
"incongruent","1","4","8","l","466","4","1"
"congruent","1","4","2","l","471","6","1"
"congruent","1","3","5","a","554","2","1"
"congruent","1","4","6","a","622","2","1"
"congruent","1","2","4","l","622","6","1"
"congruent","1","1","5","a","529","4","1"
"incongruent","1","1","2","a","465","3","1"
"incongruent","1","3","5","l","407","2","1"
"congruent","1","1","2","l","448","3","1"
"incongruent","1","4","8","l","542","4","1"
"incongruent","1","2","4","a","463","6","1"
"incongruent","1","1","4","a","446","5","1"
"incongruent","1","1","3","a","503","4","1"
"incongruent","1","2","4","l","570","2","1"
"congruent","1","1","3","l","514","4","1"
"congruent","1","2","6","a","392","4","1"
"incongruent","1","3","4","a","447","7","1"
"congruent","1","3","7","a","670","4","1"
"congruent","1","2","5","a","377","3","1"
"congruent","1","3","2","l","471","5","1"
"congruent","1","2","2","l","455","4","1"
"incongruent","1","4","6","l","674","2","1"
"congruent","1","3","4","l","548","7","1"
"incongruent","1","2","2","a","533","4","1"
"congruent","1","2","5","a","456","3","1"
"congruent","1","3","6","a","437","3","1"
"incongruent","1","3","5","l","590","2","1"
"incongruent","1","3","4","a","449","7","1"
"congruent","1","2","3","l","486","5","1"
"congruent","1","3","2","l","569","5","1"
"incongruent","1","2","2","a","548","4","1"
"congruent","1","1","3","a","473","2","1"
"congruent","1","4","7","a","445","3","1"
"congruent","1","3","7","a","446","4","1"
"incongruent","1","2","5","l","661","3","1"
"congruent","1","3","5","a","403","2","1"
"incongruent","1","1","5","l","406","4","1"
"congruent","1","1","4","a","374","3","1"
"congruent","1","2","4","a","477","2","1"
"congruent","1","1","3","a","406","2","1"
"incongruent","1","4","3","a","462","7","1"
"congruent","1","4","4","l","369","8","1"
"incongruent","1","1","3","l","477","2","1"
"congruent","1","4","8","a","422","4","1"
"congruent","1","3","6","a","564","3","1"
"incongruent","1","2","3","a","455","5","1"
"incongruent","1","4","7","l","562","3","1"
"congruent","1","4","3","l","569","7","1"
"incongruent","1","3","2","a","445","5","1"
"incongruent","1","3","3","a","503","6","1"
"congruent","1","2","4","a","454","2","1"
"incongruent","1","3","7","l","446","4","1"
"incongruent","1","3","6","l","590","3","1"
"incongruent","1","1","3","a","510","4","1"
"incongruent","1","1","5","l","446","4","1"
"incongruent","1","4","6","l","505","2","1"
"incongruent","1","2","6","l","486","4","1"
"congruent","1","2","3","l","437","5","1"
"incongruent","1","4","2","a","532","6","1"
"congruent","1","1","3","l","365","4","1"
"congruent","1","1","4","l","388","5","1"
"congruent","1","2","5","a","542","3","1"
"incongruent","0","4","2","l","408","6","1"
"incongruent","1","1","4","l","987","3","1"
"incongruent","1","4","4","a","496","8","1"
"incongruent","1","3","5","l","472","2","1"
"incongruent","1","2","6","l","457","4","1"
"incongruent","1","1","3","l","486","2","1"
